DATE;Last Close
27/10/2017;86.7500
30/10/2017;84.9000
02/11/2017;86.3500
03/11/2017;87.2800
06/11/2017;86.7400
07/11/2017;86.4600
08/11/2017;85.5700
09/11/2017;84.1200
10/11/2017;83.8000
13/11/2017;83.2900
14/11/2017;83.6500
15/11/2017;85.5800
16/11/2017;85.4300
17/11/2017;84.8200
20/11/2017;85.2300
21/11/2017;86.0300
22/11/2017;85.4100
24/11/2017;85.7700
27/11/2017;86.0000
28/11/2017;86.7200
29/11/2017;87.2900
30/11/2017;87.1100
01/12/2017;85.4200
04/12/2017;87.9100
06/12/2017;88.7850
07/12/2017;88.1150
11/12/2017;85.9800
12/12/2017;86.9950
13/12/2017;86.3250
14/12/2017;85.5300
15/12/2017;85.3650
18/12/2017;86.7500
19/12/2017;85.7900
20/12/2017;84.9000
21/12/2017;84.9100
22/12/2017;84.6800
27/12/2017;85.3500
28/12/2017;83.6400
29/12/2017;83.5000
05/01/2018;85.6900
09/01/2018;86.8400
10/01/2018;90.0500
12/01/2018;90.5000
16/01/2018;89.9000
18/01/2018;90.3300
19/01/2018;91.6800
24/01/2018;90.6700
25/01/2018;88.1200
26/01/2018;89.4100
29/01/2018;90.4800
30/01/2018;89.8400
31/01/2018;92.5600
01/02/2018;91.1800
02/02/2018;87.8600
05/02/2018;86.6700
07/02/2018;88.3300
08/02/2018;85.4800
09/02/2018;83.2100
12/02/2018;82.6300
13/02/2018;83.5400
14/02/2018;84.4000
15/02/2018;92.7000
16/02/2018;95.3800
20/02/2018;96.9900
21/02/2018;97.4700
22/02/2018;97.5700
23/02/2018;98.1500
26/02/2018;99.0200
27/02/2018;98.6800
28/02/2018;98.2200
01/03/2018;96.9600
02/03/2018;94.1500
05/03/2018;95.8900
06/03/2018;96.4600
07/03/2018;95.9000
08/03/2018;97.3200
09/03/2018;96.9400
12/03/2018;95.9900
13/03/2018;95.3300
14/03/2018;95.2900
15/03/2018;96.9400
16/03/2018;96.5400
19/03/2018;94.2900
20/03/2018;96.3300
21/03/2018;95.6200
22/03/2018;94.4500
23/03/2018;93.0200
26/03/2018;92.9200
27/03/2018;95.2300
28/03/2018;93.7900
29/03/2018;93.8000
03/04/2018;93.7800
04/04/2018;93.0400
05/04/2018;94.6100
06/04/2018;94.4200
09/04/2018;94.4700
10/04/2018;95.1000
11/04/2018;92.3100
12/04/2018;93.2100
13/04/2018;91.7000
16/04/2018;90.5500
17/04/2018;93.0400
18/04/2018;94.6600
19/04/2018;94.5400
20/04/2018;94.2700
24/04/2018;96.4400
25/04/2018;94.9800
26/04/2018;95.8000
27/04/2018;96.6800
30/04/2018;97.0000
02/05/2018;98.1300
03/05/2018;98.2200
04/05/2018;98.6200
07/05/2018;100.3000
08/05/2018;100.1600
09/05/2018;99.0500
11/05/2018;99.5400
14/05/2018;97.0600
15/05/2018;95.9500
16/05/2018;96.3800
17/05/2018;97.9400
18/05/2018;97.8800
22/05/2018;100.9600
23/05/2018;99.2100
25/05/2018;98.2600
30/05/2018;96.4500
01/06/2018;99.0700
04/06/2018;99.2800
05/06/2018;99.2100
06/06/2018;99.9600
07/06/2018;99.7600
08/06/2018;100.7600
11/06/2018;100.6600
12/06/2018;100.4000
13/06/2018;100.1000
14/06/2018;104.4000
15/06/2018;104.0200
18/06/2018;102.1200
19/06/2018;100.7100
20/06/2018;99.8650
22/06/2018;100.2600
25/06/2018;97.5150
26/06/2018;96.8200
27/06/2018;98.8650
28/06/2018;98.4150
29/06/2018;100.4700
02/07/2018;97.9700
03/07/2018;97.6400
05/07/2018;97.8350
06/07/2018;98.7200
09/07/2018;99.4600
10/07/2018;103.1400
11/07/2018;103.3600
12/07/2018;104.8100
13/07/2018;107.2500
16/07/2018;107.1600
17/07/2018;107.6600
18/07/2018;107.3800
19/07/2018;107.1800
20/07/2018;105.9000
23/07/2018;105.3000
24/07/2018;105.9600
25/07/2018;104.9200
26/07/2018;109.9000
27/07/2018;109.0600
30/07/2018;107.1600
31/07/2018;106.3400
01/08/2018;106.6000
02/08/2018;106.5000
03/08/2018;107.8600
07/08/2018;109.0600
08/08/2018;108.0000
09/08/2018;108.7200
10/08/2018;107.7000
13/08/2018;108.0800
14/08/2018;108.0800
16/08/2018;107.6400
17/08/2018;107.9000
20/08/2018;107.7800
21/08/2018;107.5000
22/08/2018;107.5200
23/08/2018;107.6400
24/08/2018;107.4800
27/08/2018;108.0200
28/08/2018;109.1400
29/08/2018;110.1400
30/08/2018;109.0200
31/08/2018;106.4400
04/09/2018;105.1000
05/09/2018;103.2200
06/09/2018;104.5600
07/09/2018;104.6600
10/09/2018;104.8000
11/09/2018;106.7600
12/09/2018;106.4000
13/09/2018;105.3600
14/09/2018;106.1800
17/09/2018;106.4800
18/09/2018;105.1000
19/09/2018;106.2000
20/09/2018;106.6000
21/09/2018;106.9400
24/09/2018;105.7800
25/09/2018;104.9800
26/09/2018;108.5000
27/09/2018;108.8000
28/09/2018;108.3200
01/10/2018;107.4600
02/10/2018;105.9200
03/10/2018;107.3200
04/10/2018;104.8600
05/10/2018;104.0400
08/10/2018;104.1400
09/10/2018;102.8000
10/10/2018;99.1300
11/10/2018;97.8400
12/10/2018;100.0800
15/10/2018;98.2100
16/10/2018;101.6000
17/10/2018;100.8000
18/10/2018;99.1800
19/10/2018;98.0100
22/10/2018;96.5300
23/10/2018;94.5700
24/10/2018;95.1800
25/10/2018;98.2300
29/10/2018;98.2300
30/10/2018;94.1100
31/10/2018;97.7500
02/11/2018;95.5100
05/11/2018;95.3100
06/11/2018;96.0400
07/11/2018;96.2200
08/11/2018;95.9500
09/11/2018;94.7900
12/11/2018;94.3500
13/11/2018;96.6500
14/11/2018;95.4400
15/11/2018;93.7400
16/11/2018;92.9900
19/11/2018;92.5200
20/11/2018;91.1200
21/11/2018;93.1900
23/11/2018;93.3700
26/11/2018;93.9200
27/11/2018;93.9000
28/11/2018;93.3600
29/11/2018;95.2900
30/11/2018;94.6900
03/12/2018;95.8500
04/12/2018;94.3500
06/12/2018;88.5500
07/12/2018;89.1100
10/12/2018;87.5800
11/12/2018;88.9200
12/12/2018;91.4800
13/12/2018;89.9400
14/12/2018;88.6300
17/12/2018;87.6400
18/12/2018;88.8600
19/12/2018;87.3800
20/12/2018;83.4000
21/12/2018;82.7100
27/12/2018;82.1800
28/12/2018;83.1500
02/01/2019;83.9200
03/01/2019;81.4200
04/01/2019;85.3600
07/01/2019;83.3600
08/01/2019;87.1600
09/01/2019;89.7800
10/01/2019;89.3600
11/01/2019;88.4200
14/01/2019;89.8900
15/01/2019;92.2700
16/01/2019;92.4100
17/01/2019;91.8000
18/01/2019;93.5100
22/01/2019;94.4600
23/01/2019;93.8500
24/01/2019;95.8400
25/01/2019;96.7100
28/01/2019;95.3800
29/01/2019;96.0800
30/01/2019;98.9200
31/01/2019;100.2000
01/02/2019;101.1400
04/02/2019;101.2600
05/02/2019;101.9600
06/02/2019;101.9400
07/02/2019;100.1000
08/02/2019;100.1200
11/02/2019;101.8200
12/02/2019;103.0600
13/02/2019;103.7000
14/02/2019;107.7600
15/02/2019;110.9400
19/02/2019;111.0600
20/02/2019;111.0600
21/02/2019;111.4000
22/02/2019;113.8000
25/02/2019;113.1800
26/02/2019;113.2400
27/02/2019;113.4400
28/02/2019;113.7000
01/03/2019;113.9200
04/03/2019;114.1000
05/03/2019;113.2000
06/03/2019;113.6600
07/03/2019;112.6600
08/03/2019;111.8600
11/03/2019;113.0200
12/03/2019;114.5800
13/03/2019;116.7800
14/03/2019;117.0800
15/03/2019;118.1400
18/03/2019;117.0000
19/03/2019;122.5000
20/03/2019;117.6800
21/03/2019;118.5000
22/03/2019;114.9000
25/03/2019;114.4200
26/03/2019;116.8400
27/03/2019;115.3800
28/03/2019;116.1000
29/03/2019;117.9400
01/04/2019;117.8800
02/04/2019;117.0200
03/04/2019;118.6200
04/04/2019;117.7600
05/04/2019;118.7400
08/04/2019;120.8400
09/04/2019;118.8600
10/04/2019;116.8000
11/04/2019;117.5400
12/04/2019;118.6800
15/04/2019;117.1400
16/04/2019;117.7000
17/04/2019;118.9400
18/04/2019;120.3200
23/04/2019;122.4800
24/04/2019;122.2600
25/04/2019;121.9200
26/04/2019;121.8000
29/04/2019;123.2200
30/04/2019;121.7400
02/05/2019;119.9400
03/05/2019;119.7600
06/05/2019;119.7800
07/05/2019;117.4600
08/05/2019;119.1800
09/05/2019;116.6200
10/05/2019;117.1400
13/05/2019;115.2800
14/05/2019;119.1200
15/05/2019;120.5800
16/05/2019;122.7000
17/05/2019;120.9800
20/05/2019;119.1200
21/05/2019;117.5000
22/05/2019;118.1000
23/05/2019;115.0400
24/05/2019;116.7600
28/05/2019;116.2000
29/05/2019;114.0800
30/05/2019;115.2000
31/05/2019;114.8200
03/06/2019;117.0000
04/06/2019;118.4400
05/06/2019;118.1800
06/06/2019;117.9600
07/06/2019;120.9400
11/06/2019;123.2000
12/06/2019;122.6400
13/06/2019;122.7800
14/06/2019;122.0600
17/06/2019;125.0000
18/06/2019;125.3600
19/06/2019;122.9600
20/06/2019;123.5200
21/06/2019;122.8400
24/06/2019;123.1000
25/06/2019;125.0800
26/06/2019;125.3200
27/06/2019;124.2400
28/06/2019;124.9000
01/07/2019;124.5600
02/07/2019;123.2000
03/07/2019;125.4000
05/07/2019;123.9000
08/07/2019;123.8800
09/07/2019;124.3200
10/07/2019;126.0000
11/07/2019;126.0600
12/07/2019;127.2600
15/07/2019;129.2800
16/07/2019;130.9800
17/07/2019;131.8600
18/07/2019;131.8200
19/07/2019;131.4800
22/07/2019;130.7000
23/07/2019;132.4200
24/07/2019;132.4600
25/07/2019;130.6400
26/07/2019;130.5800
29/07/2019;130.2200
30/07/2019;128.3000
31/07/2019;128.7600
01/08/2019;129.4800
02/08/2019;123.6600
05/08/2019;120.8800
06/08/2019;120.3400
07/08/2019;121.7400
08/08/2019;126.5000
09/08/2019;124.8600
12/08/2019;125.1600
13/08/2019;126.5400
14/08/2019;122.0000
15/08/2019;122.2800
16/08/2019;122.8800
19/08/2019;124.6000
20/08/2019;125.8200
21/08/2019;128.0400
22/08/2019;124.5200
23/08/2019;125.1200
26/08/2019;122.8800
27/08/2019;122.6200
28/08/2019;121.8800
29/08/2019;121.7200
30/08/2019;125.7200
03/09/2019;124.5000
04/09/2019;126.0200
05/09/2019;127.3200
06/09/2019;126.6600
09/09/2019;126.7600
10/09/2019;122.6000
11/09/2019;123.2600
12/09/2019;125.1200
13/09/2019;126.0600
16/09/2019;121.3000
17/09/2019;122.0400
18/09/2019;122.8400
19/09/2019;123.8200
20/09/2019;120.0000
23/09/2019;119.6600
24/09/2019;119.1400
25/09/2019;120.6600
26/09/2019;119.2400
27/09/2019;119.0600
30/09/2019;119.2600
01/10/2019;116.6800
02/10/2019;114.4800
03/10/2019;119.7000
04/10/2019;117.8800
07/10/2019;117.0400
08/10/2019;118.1200
09/10/2019;117.2000
10/10/2019;117.9000
11/10/2019;118.8800
14/10/2019;118.2800
15/10/2019;119.8400
16/10/2019;119.6200
17/10/2019;120.3000
18/10/2019;120.4000
21/10/2019;121.7800
22/10/2019;122.0800
23/10/2019;120.2600
24/10/2019;122.5200
25/10/2019;123.5800
28/10/2019;124.9200
29/10/2019;125.8600
30/10/2019;129.7800
31/10/2019;129.0400
01/11/2019;129.8200
04/11/2019;131.1000
05/11/2019;130.1800
06/11/2019;130.9800
07/11/2019;131.9200
08/11/2019;132.5800
11/11/2019;132.8400
12/11/2019;134.8000
13/11/2019;135.2400
14/11/2019;135.9600
15/11/2019;136.6000
18/11/2019;134.5400
19/11/2019;135.4800
20/11/2019;135.3200
21/11/2019;134.3400
22/11/2019;133.7200
25/11/2019;134.5200
26/11/2019;135.5000
27/11/2019;133.7400
29/11/2019;133.5600
02/12/2019;130.3800
03/12/2019;124.4200
04/12/2019;127.7400
05/12/2019;127.0200
06/12/2019;126.9400
09/12/2019;124.6800
10/12/2019;124.0400
11/12/2019;124.3000
12/12/2019;124.4200
13/12/2019;125.9800
16/12/2019;129.1600
17/12/2019;131.3000
18/12/2019;130.5400
19/12/2019;130.5600
20/12/2019;131.5600
23/12/2019;133.1400
27/12/2019;133.1200
30/12/2019;132.2800
02/01/2020;133.4000
03/01/2020;133.7400
06/01/2020;133.8200
07/01/2020;132.3600
08/01/2020;134.3400
09/01/2020;134.9600
10/01/2020;134.1400
13/01/2020;135.3000
14/01/2020;135.9400
15/01/2020;134.2200
16/01/2020;133.5600
17/01/2020;136.4000
21/01/2020;136.4200
22/01/2020;138.1600
23/01/2020;135.8600
24/01/2020;139.1200
27/01/2020;132.8800
28/01/2020;134.3200
29/01/2020;136.5400
30/01/2020;134.8600
31/01/2020;133.4200
03/02/2020;133.6600
04/02/2020;137.7200
05/02/2020;137.0800
06/02/2020;137.0000
07/02/2020;136.7800
10/02/2020;136.9000
11/02/2020;138.0000
12/02/2020;136.3000
13/02/2020;132.4800
14/02/2020;130.1800
18/02/2020;130.2600
19/02/2020;131.7800
20/02/2020;131.8600
21/02/2020;130.6800
24/02/2020;124.6200
25/02/2020;123.6800
26/02/2020;120.7200
27/02/2020;115.2600
28/02/2020;107.6800
02/03/2020;107.6600
03/03/2020;113.4400
04/03/2020;111.2800
05/03/2020;107.1000
06/03/2020;99.9700
09/03/2020;90.7600
10/03/2020;89.8300
11/03/2020;89.4200
12/03/2020;78.6400
13/03/2020;70.6000
16/03/2020;67.7500
17/03/2020;63.0900
18/03/2020;49.0750
19/03/2020;52.6300
20/03/2020;63.0000
23/03/2020;55.2300
24/03/2020;54.9300
25/03/2020;54.7300
26/03/2020;72.8300
27/03/2020;68.0100
30/03/2020;61.3000
31/03/2020;60.1400
01/04/2020;52.5300
02/04/2020;51.8000
03/04/2020;50.0300
06/04/2020;53.5100
07/04/2020;58.6900
08/04/2020;57.7700
09/04/2020;60.0300
14/04/2020;59.9900
15/04/2020;54.7700
16/04/2020;53.6000
17/04/2020;56.7300
20/04/2020;55.5100
21/04/2020;52.0600
22/04/2020;53.6500
23/04/2020;54.4000
24/04/2020;52.5000
27/04/2020;51.5000
28/04/2020;52.7600
29/04/2020;58.3800
30/04/2020;57.6200
04/05/2020;55.0100
05/05/2020;56.9500
06/05/2020;53.6500
07/05/2020;55.3900
08/05/2020;56.2100
11/05/2020;54.2800
12/05/2020;51.8400
13/05/2020;49.4500
14/05/2020;49.7200
15/05/2020;49.3000
18/05/2020;55.5100
19/05/2020;54.4700
20/05/2020;54.9300
21/05/2020;54.6400
22/05/2020;54.0100
26/05/2020;64.6000
27/05/2020;61.2600
28/05/2020;60.3200
29/05/2020;57.0500
02/06/2020;63.4800
03/06/2020;68.0000
04/06/2020;72.6500
05/06/2020;79.7200
08/06/2020;82.1800
09/06/2020;76.0100
10/06/2020;74.7900
11/06/2020;67.0000
12/06/2020;67.2200
15/06/2020;68.2100
16/06/2020;69.7100
17/06/2020;69.0100
18/06/2020;67.9400
19/06/2020;68.7700
22/06/2020;67.2900
23/06/2020;66.7800
24/06/2020;63.0500
25/06/2020;64.2700
26/06/2020;62.0100
29/06/2020;63.9300
30/06/2020;63.0900
01/07/2020;63.1700
02/07/2020;66.6100
06/07/2020;68.3400
07/07/2020;68.3500
08/07/2020;65.7800
09/07/2020;63.7200
10/07/2020;65.4600
13/07/2020;67.6100
14/07/2020;65.8900
15/07/2020;69.8400
16/07/2020;67.1000
17/07/2020;65.9100
20/07/2020;65.8300
21/07/2020;67.6700
22/07/2020;67.0300
23/07/2020;65.4900
24/07/2020;64.0600
27/07/2020;62.2100
28/07/2020;63.8500
29/07/2020;62.7500
30/07/2020;62.7800
