DATE;Last Close
31/07/2020;62.6200
03/08/2020;63.6700
04/08/2020;65.3100
05/08/2020;67.8400
06/08/2020;68.3300
07/08/2020;69.1000
10/08/2020;71.9300
11/08/2020;75.9300
12/08/2020;75.2500
13/08/2020;73.4200
14/08/2020;72.2500
17/08/2020;71.5200
18/08/2020;69.3400
19/08/2020;69.9200
20/08/2020;69.2700
21/08/2020;68.7500
24/08/2020;71.9000
25/08/2020;71.8300
26/08/2020;70.4200
27/08/2020;72.0700
28/08/2020;71.4200
31/08/2020;68.7500
01/09/2020;69.3300
02/09/2020;71.9900
03/09/2020;71.8600
04/09/2020;69.9500
08/09/2020;70.9800
09/09/2020;69.3300
10/09/2020;69.1200
11/09/2020;68.9100
14/09/2020;71.1600
15/09/2020;69.4400
16/09/2020;70.5400
17/09/2020;71.2300
18/09/2020;69.0900
21/09/2020;63.9500
22/09/2020;62.8900
23/09/2020;61.7700
24/09/2020;59.6000
25/09/2020;59.7200
28/09/2020;62.4800
29/09/2020;62.6700
30/09/2020;62.3900
01/10/2020;64.7300
02/10/2020;64.7300
05/10/2020;65.8800
06/10/2020;67.9400
07/10/2020;67.0000
08/10/2020;66.8700
09/10/2020;66.8600
12/10/2020;66.0200
13/10/2020;63.6300
14/10/2020;61.9400
15/10/2020;61.6200
16/10/2020;64.3700
19/10/2020;66.0900
20/10/2020;67.0400
21/10/2020;64.2700
22/10/2020;64.3300
23/10/2020;68.1400
27/10/2020;64.2100
28/10/2020;61.4800
29/10/2020;61.5000
30/10/2020;62.6800
02/11/2020;63.0700
03/11/2020;66.3800
04/11/2020;68.8200
05/11/2020;70.3400
06/11/2020;69.9000
09/11/2020;84.5000
10/11/2020;87.7500
11/11/2020;87.0500
12/11/2020;84.8300
13/11/2020;85.8100
16/11/2020;89.9100
17/11/2020;90.1500
18/11/2020;89.7000
19/11/2020;89.3600
20/11/2020;88.4700
23/11/2020;90.3700
24/11/2020;93.3200
25/11/2020;91.8300
27/11/2020;90.4300
30/11/2020;88.2600
01/12/2020;89.2800
02/12/2020;91.1800
03/12/2020;94.6600
04/12/2020;96.2100
07/12/2020;95.3300
08/12/2020;95.0400
09/12/2020;95.0800
10/12/2020;93.8800
11/12/2020;92.3300
14/12/2020;92.1400
15/12/2020;91.3800
16/12/2020;90.8600
17/12/2020;90.1300
18/12/2020;89.5300
21/12/2020;86.7800
22/12/2020;87.6000
23/12/2020;91.9100
28/12/2020;92.2000
29/12/2020;93.3300
30/12/2020;91.5100
04/01/2021;88.7900
05/01/2021;89.6100
06/01/2021;87.9200
07/01/2021;87.6300
08/01/2021;89.7500
11/01/2021;89.2600
12/01/2021;90.0100
13/01/2021;89.5300
14/01/2021;91.7000
15/01/2021;95.5200
19/01/2021;91.1800
20/01/2021;92.4900
21/01/2021;89.6800
22/01/2021;88.7000
25/01/2021;87.0000
26/01/2021;84.1000
27/01/2021;84.2900
28/01/2021;85.1800
29/01/2021;83.5900
01/02/2021;83.2600
02/02/2021;88.6500
03/02/2021;89.7800
04/02/2021;90.7500
05/02/2021;93.4600
08/02/2021;94.1100
09/02/2021;92.2100
10/02/2021;91.5500
11/02/2021;90.9800
12/02/2021;92.0900
16/02/2021;93.8000
17/02/2021;93.8900
18/02/2021;91.3000
19/02/2021;92.4900
22/02/2021;95.7200
23/02/2021;98.9800
24/02/2021;102.7000
25/02/2021;99.0000
26/02/2021;95.4500
01/03/2021;98.3200
02/03/2021;99.1600
03/03/2021;100.1200
04/03/2021;100.4200
05/03/2021;95.9600
08/03/2021;100.4400
09/03/2021;100.3400
10/03/2021;99.1700
11/03/2021;99.0600
12/03/2021;99.9000
15/03/2021;99.9800
16/03/2021;102.0200
17/03/2021;101.5000
18/03/2021;101.0400
19/03/2021;98.4200
22/03/2021;97.1100
23/03/2021;95.7300
24/03/2021;96.1400
25/03/2021;96.5100
26/03/2021;97.5600
29/03/2021;97.3400
30/03/2021;97.7400
31/03/2021;96.7200
01/04/2021;100.2600
06/04/2021;100.4200
07/04/2021;100.7200
08/04/2021;100.9400
09/04/2021;101.3000
12/04/2021;99.8400
13/04/2021;98.5700
14/04/2021;100.3200
15/04/2021;102.5800
16/04/2021;103.5600
19/04/2021;103.0000
20/04/2021;98.1000
21/04/2021;97.6200
22/04/2021;99.5900
23/04/2021;98.5400
26/04/2021;101.3200
27/04/2021;99.6500
28/04/2021;99.4100
29/04/2021;100.3600
30/04/2021;99.8400
03/05/2021;99.6300
04/05/2021;96.8700
05/05/2021;96.9200
06/05/2021;96.3500
07/05/2021;98.2200
10/05/2021;98.3900
11/05/2021;95.8100
12/05/2021;96.7200
13/05/2021;94.3200
14/05/2021;99.3400
17/05/2021;97.0600
18/05/2021;97.2000
19/05/2021;95.2700
20/05/2021;96.2800
21/05/2021;97.8300
25/05/2021;97.6300
26/05/2021;97.7500
27/05/2021;106.8600
28/05/2021;105.3000
01/06/2021;108.8000
02/06/2021;110.5800
03/06/2021;110.1400
04/06/2021;110.1600
07/06/2021;111.3200
08/06/2021;110.7000
09/06/2021;110.8200
10/06/2021;110.5200
11/06/2021;109.3800
14/06/2021;112.5200
15/06/2021;112.9600
16/06/2021;114.1000
17/06/2021;114.5600
18/06/2021;112.5800
21/06/2021;113.2200
22/06/2021;113.1200
23/06/2021;111.5000
24/06/2021;112.1200
25/06/2021;110.2600
28/06/2021;110.1400
29/06/2021;107.0000
30/06/2021;108.5800
01/07/2021;109.7600
02/07/2021;112.3000
06/07/2021;110.7400
07/07/2021;109.7800
08/07/2021;109.1400
09/07/2021;112.9000
12/07/2021;112.6200
13/07/2021;111.3000
14/07/2021;111.2600
15/07/2021;110.3800
16/07/2021;110.5200
19/07/2021;104.1000
20/07/2021;106.4600
21/07/2021;110.6800
22/07/2021;109.7200
23/07/2021;111.8000
26/07/2021;112.2800
27/07/2021;112.4400
28/07/2021;115.1200
29/07/2021;116.1200
30/07/2021;115.9600
02/08/2021;116.8800
03/08/2021;115.0200
04/08/2021;114.4000
05/08/2021;116.7600
06/08/2021;116.8200
09/08/2021;114.8400
10/08/2021;115.1400
11/08/2021;115.7400
12/08/2021;115.2200
13/08/2021;115.5400
16/08/2021;114.6800
17/08/2021;113.4800
18/08/2021;113.4600
19/08/2021;110.3000
20/08/2021;110.4400
23/08/2021;111.9000
24/08/2021;113.4200
25/08/2021;116.1600
26/08/2021;115.1600
27/08/2021;114.9600
30/08/2021;114.8400
31/08/2021;115.6200
01/09/2021;118.1400
02/09/2021;116.9600
03/09/2021;114.7000
07/09/2021;114.1200
08/09/2021;113.7200
09/09/2021;115.3800
10/09/2021;114.4600
13/09/2021;115.1600
14/09/2021;112.6000
15/09/2021;112.5800
16/09/2021;114.7600
17/09/2021;112.4400
20/09/2021;112.1200
21/09/2021;113.0800
22/09/2021;115.6200
23/09/2021;116.5800
24/09/2021;115.2600
27/09/2021;117.9000
28/09/2021;113.4800
29/09/2021;117.0000
30/09/2021;115.3000
01/10/2021;116.9400
04/10/2021;113.5600
05/10/2021;114.7600
06/10/2021;113.1400
07/10/2021;113.8200
08/10/2021;113.3800
11/10/2021;113.6800
12/10/2021;113.2200
13/10/2021;112.1000
14/10/2021;113.1200
15/10/2021;114.8800
18/10/2021;113.4400
19/10/2021;112.2400
20/10/2021;112.2200
21/10/2021;111.5000
22/10/2021;109.9200
25/10/2021;108.0800
27/10/2021;109.8400
28/10/2021;112.0400
29/10/2021;110.4400
01/11/2021;109.4800
02/11/2021;110.4800
03/11/2021;108.2000
04/11/2021;108.7600
05/11/2021;114.0400
08/11/2021;115.4000
09/11/2021;116.2800
10/11/2021;116.3000
11/11/2021;114.6200
12/11/2021;112.4600
15/11/2021;113.9200
16/11/2021;115.1400
17/11/2021;114.6800
18/11/2021;113.4800
19/11/2021;109.6400
22/11/2021;108.8400
23/11/2021;110.4200
24/11/2021;111.5000
26/11/2021;101.1600
29/11/2021;99.7300
30/11/2021;99.1800
01/12/2021;101.9000
02/12/2021;100.8200
03/12/2021;98.2700
06/12/2021;102.9600
07/12/2021;105.6000
08/12/2021;107.5600
09/12/2021;105.8600
10/12/2021;105.9000
13/12/2021;102.9000
14/12/2021;102.8000
15/12/2021;99.9900
16/12/2021;102.7800
17/12/2021;104.3200
20/12/2021;102.3800
21/12/2021;106.5200
22/12/2021;110.9800
23/12/2021;111.5200
27/12/2021;112.5200
28/12/2021;113.4400
29/12/2021;111.9000
30/12/2021;111.9000
03/01/2022;116.0600
04/01/2022;118.8400
05/01/2022;120.4400
06/01/2022;118.4400
07/01/2022;117.6600
10/01/2022;118.4400
11/01/2022;117.9200
12/01/2022;118.5000
13/01/2022;117.0600
14/01/2022;117.1600
18/01/2022;116.0000
19/01/2022;114.6200
20/01/2022;115.3400
21/01/2022;112.8400
24/01/2022;107.8000
25/01/2022;108.2000
26/01/2022;113.8400
27/01/2022;114.0400
28/01/2022;111.4400
31/01/2022;111.7400
01/02/2022;114.8600
02/02/2022;113.2400
03/02/2022;111.4600
04/02/2022;110.4000
07/02/2022;112.6800
08/02/2022;115.5200
09/02/2022;117.2800
10/02/2022;118.3200
11/02/2022;118.3200
14/02/2022;116.4200
15/02/2022;118.1600
16/02/2022;117.8600
17/02/2022;116.3600
18/02/2022;115.0400
22/02/2022;113.7600
23/02/2022;113.5800
24/02/2022;108.7400
25/02/2022;115.4000
28/02/2022;115.5200
01/03/2022;104.4400
02/03/2022;110.3800
03/03/2022;109.3400
04/03/2022;97.2700
07/03/2022;94.0300
08/03/2022;93.9200
09/03/2022;102.7400
10/03/2022;99.6400
11/03/2022;103.5200
14/03/2022;104.8400
15/03/2022;103.2400
16/03/2022;106.9600
17/03/2022;107.3600
18/03/2022;105.5600
21/03/2022;105.2000
22/03/2022;107.7000
23/03/2022;107.0800
24/03/2022;107.4000
25/03/2022;107.6600
28/03/2022;107.6600
29/03/2022;113.4800
30/03/2022;110.9400
31/03/2022;110.6000
01/04/2022;110.9400
04/04/2022;110.3800
05/04/2022;105.0800
06/04/2022;104.1000
07/04/2022;101.6600
08/04/2022;103.8400
11/04/2022;104.1800
12/04/2022;104.4600
13/04/2022;104.2600
14/04/2022;106.5800
19/04/2022;103.9200
20/04/2022;105.8800
21/04/2022;108.8200
22/04/2022;104.7000
25/04/2022;103.1800
26/04/2022;102.1000
27/04/2022;101.8600
28/04/2022;103.0400
29/04/2022;105.7200
02/05/2022;103.6600
03/05/2022;105.8400
04/05/2022;103.1200
05/05/2022;108.8200
06/05/2022;107.9200
09/05/2022;104.3600
10/05/2022;104.9400
11/05/2022;107.2600
12/05/2022;104.4400
13/05/2022;104.5000
16/05/2022;105.8400
17/05/2022;108.0200
18/05/2022;107.8600
19/05/2022;106.7000
20/05/2022;106.9200
23/05/2022;106.8600
24/05/2022;103.2800
25/05/2022;104.9200
26/05/2022;108.9800
27/05/2022;111.8200
31/05/2022;110.8200
01/06/2022;108.1800
02/06/2022;109.0800
03/06/2022;108.5000
07/06/2022;110.3000
08/06/2022;108.1400
09/06/2022;105.5400
10/06/2022;102.3000
13/06/2022;97.3300
14/06/2022;96.2600
15/06/2022;96.4900
16/06/2022;93.2500
17/06/2022;94.8100
22/06/2022;93.3300
23/06/2022;91.1900
24/06/2022;93.0100
27/06/2022;93.3900
28/06/2022;94.9500
29/06/2022;92.2800
30/06/2022;92.2900
01/07/2022;95.4200
05/07/2022;89.4300
06/07/2022;92.3400
07/07/2022;94.4300
08/07/2022;95.9900
11/07/2022;96.8200
12/07/2022;100.9400
13/07/2022;101.1200
14/07/2022;99.6200
15/07/2022;103.8400
18/07/2022;104.2800
19/07/2022;105.8600
20/07/2022;104.8600
21/07/2022;104.5200
22/07/2022;105.6200
25/07/2022;105.6200
26/07/2022;104.9000
27/07/2022;106.0200
28/07/2022;102.6800
29/07/2022;104.9600
01/08/2022;102.6200
02/08/2022;102.9000
03/08/2022;104.0600
04/08/2022;103.6200
05/08/2022;104.2800
08/08/2022;106.1800
09/08/2022;106.3800
10/08/2022;107.6000
11/08/2022;107.5200
12/08/2022;108.2800
15/08/2022;108.7800
16/08/2022;110.8400
17/08/2022;108.0800
18/08/2022;108.4800
19/08/2022;106.2400
22/08/2022;103.4000
23/08/2022;102.6600
24/08/2022;103.2600
